,id,text,aspect,polarity
364,1472, this has got to be one of the most overrated restaurants in brooklyn .,anecdotes/miscellaneous,negative
365,1969," the service , wine selection , ambiance are all outstanding and deserve recognition .",food,positive
366,1969," the service , wine selection , ambiance are all outstanding and deserve recognition .",service,positive
367,1969," the service , wine selection , ambiance are all outstanding and deserve recognition .",ambience,positive
368,1674," went there last night for 2 year anniversary , and was n't all that impressed .",anecdotes/miscellaneous,negative
369,1330, it was rather pathetic that it took them over an hour to seat us .,service,negative
370,763," we were seated promptly as we had reservations , however after that the service was slow .",service,conflict
371,332, at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc .,anecdotes/miscellaneous,neutral
372,754," it 's really also the service , is good and the waiters are friendly .",service,positive
373,2248, suan was a recommendation that i am glad we heeded .,anecdotes/miscellaneous,positive
374,691," the food was pretty good , but a little flavorless and the portions very small , including dessert .",food,conflict
375,3363, we visit at least once a month .,anecdotes/miscellaneous,neutral
376,999," it is set far from the small street it 's on , and there is no traffic noise .",ambience,positive
377,2503," also , the place is popular with families , so if you 're bothered by children running loose like wild animals , come later at night to avoid them .",ambience,neutral
378,1310, i 'll keep this short .,anecdotes/miscellaneous,neutral
379,940, i felt as though i were eating in paris .,ambience,positive
380,247, lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there .,anecdotes/miscellaneous,neutral
381,247, lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there .,food,positive
382,2823," i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",food,positive
383,2823," i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",service,positive
384,2823," i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",ambience,positive
385,3628," however , it 's not worth a special trip .",anecdotes/miscellaneous,negative
386,349, nice value .,price,positive
387,987, gigging 's in wagner park is so enjoyable .,anecdotes/miscellaneous,positive
388,1611, and it was quick which is very important .,service,positive
389,2649, this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,anecdotes/miscellaneous,positive
390,2396, all the nyu students love this place so it makes for a fun young atmosphere .,ambience,positive
391,139, the food here does a great service to the name ( cantonese that is ... ) .,food,positive
392,841," but , nothing stands out about the cooking .",food,neutral
393,3477, joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,ambience,positive
394,3477, joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere .,food,positive
395,442," if that 's a problem , go to mcdonald 's and destroy your insides .",anecdotes/miscellaneous,negative
396,90, the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,food,positive
397,90, the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,price,positive
398,298, i 've been here 3 times for lunch and it is one of my favorites in the city .,anecdotes/miscellaneous,positive
399,1104," i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the polonaise sauce completely that was how failed it was .",food,negative
400,2563," i work near-by , and they have the best oatmeal in the neighborhood not a packaged or quick cooked item .",food,positive
401,1280, always busy but fast moving .,ambience,conflict
402,2790, too bad the food was n't of the same heritage .,food,negative
403,323," the menu looked good , except for offering the chilean sea bass , but the server does not offer up the specials that were written on the board outside .",food,conflict
404,323," the menu looked good , except for offering the chilean sea bass , but the server does not offer up the specials that were written on the board outside .",service,negative
405,24, sexy .,anecdotes/miscellaneous,positive
406,1891," the food was really good , i had the onion soup and it was one of the best ever .",food,positive
407,2417," i will have to say , this bengali fast food joint is clearly my favorite .",anecdotes/miscellaneous,positive
408,2980, i 'm not picky - but it was actually gross .,food,negative
409,3451," overall , a solid restaurant and at less than $ 40pp ( including wine ) , a solid deal as well .",anecdotes/miscellaneous,positive
410,3451," overall , a solid restaurant and at less than $ 40pp ( including wine ) , a solid deal as well .",price,positive
411,1551," since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",service,positive
